,policy_tenure,area_cluster,length,steering_type,turning_radius,width,height,torque,is_claim
29169,11,18,3445,0,4.6,1515,1475,1,0
29170,45,13,3845,1,4.8,1735,1530,3,0
29171,7,6,3990,1,5.0,1755,1523,4,0
29172,24,3,3845,1,4.8,1735,1530,3,0
29173,94,6,4300,0,5.2,1790,1635,0,0
29174,30,2,4300,0,5.2,1790,1635,0,0
29175,46,6,4300,0,5.2,1790,1635,0,0
29176,33,13,3845,1,4.8,1735,1530,3,0
29177,54,3,3445,0,4.6,1515,1475,1,0
29178,7,10,3845,1,4.8,1735,1530,3,0
29179,90,12,3845,1,4.8,1735,1530,3,1
29180,98,7,3990,1,4.85,1745,1500,3,1
29181,25,1,3445,0,4.6,1515,1475,1,0
29182,0,4,4300,0,5.2,1790,1635,0,0
29183,104,4,3845,1,4.8,1735,1530,3,0
29184,21,13,3445,0,4.6,1515,1475,1,0
29185,47,5,3445,0,4.6,1515,1475,1,0
29186,10,6,4300,0,5.2,1790,1635,0,0
29187,47,0,3731,1,5.0,1579,1490,5,0
29188,92,2,4300,0,5.2,1790,1635,0,1
29189,95,4,3655,0,4.7,1620,1675,2,0
29190,10,4,4300,0,5.2,1790,1635,0,0
29191,97,2,3995,1,4.9,1695,1501,4,0
29192,101,4,3845,1,4.8,1735,1530,3,0
29193,98,7,3845,1,4.8,1735,1530,3,0
29194,33,3,3845,1,4.8,1735,1530,3,0
29195,104,4,3845,1,4.8,1735,1530,3,0
29196,13,4,3990,1,4.85,1745,1500,3,0
29197,26,6,3445,0,4.6,1515,1475,1,0
29198,6,10,3995,1,4.9,1695,1501,4,0
29199,78,6,3990,1,4.85,1745,1500,3,0
29200,2,8,3445,0,4.6,1515,1475,1,0
29201,8,5,3445,0,4.6,1515,1475,1,0
29202,33,7,4300,0,5.2,1790,1635,0,0
29203,89,1,3655,0,4.7,1620,1675,2,1
29204,21,4,3990,1,5.0,1755,1523,4,0
29205,36,3,3445,0,4.6,1515,1475,1,0
29206,48,2,3445,0,4.6,1515,1475,1,0
29207,32,16,3445,0,4.6,1515,1475,1,0
29208,87,4,3845,1,4.8,1735,1530,3,0
29209,86,1,3990,1,4.85,1745,1500,3,0
29210,3,13,3845,1,4.8,1735,1530,3,0
29211,7,11,4300,0,5.2,1790,1635,0,0
29212,62,2,3445,0,4.6,1515,1475,1,0
29213,63,1,3445,0,4.6,1515,1475,1,0
29214,22,6,4300,0,5.2,1790,1635,0,0
29215,4,4,3445,0,4.6,1515,1475,1,0
29216,39,1,3445,0,4.6,1515,1475,1,0
29217,21,6,3845,1,4.8,1735,1530,3,0
29218,100,8,4300,0,5.2,1790,1635,0,0
29219,99,4,3845,1,4.8,1735,1530,3,0
29220,4,14,3445,0,4.6,1515,1475,1,0
29221,71,6,3845,1,4.8,1735,1530,3,0
29222,47,4,4300,0,5.2,1790,1635,0,0
29223,29,1,3445,0,4.6,1515,1475,1,0
29224,94,11,3845,1,4.8,1735,1530,3,0
29225,33,4,3845,1,4.8,1735,1530,3,0
29226,102,0,3995,1,4.9,1695,1501,4,0
29227,89,3,3845,1,4.8,1735,1530,3,0
29228,10,11,3655,0,4.7,1620,1675,2,0
29229,66,4,4300,0,5.2,1790,1635,0,0
29230,50,3,3445,0,4.6,1515,1475,1,0
29231,85,4,4300,0,5.2,1790,1635,0,1
29232,79,11,3655,0,4.7,1620,1675,2,0
29233,97,11,3990,1,4.85,1745,1500,3,0
29234,11,1,3445,0,4.6,1515,1475,1,0
29235,19,4,3655,0,4.7,1620,1675,2,0
29236,72,6,4300,0,5.2,1790,1635,0,1
29237,42,2,4300,0,5.2,1790,1635,0,0
29238,101,4,4300,0,5.2,1790,1635,0,0
29239,13,12,4300,0,5.2,1790,1635,0,0
29240,16,1,3445,0,4.6,1515,1475,1,0
29241,28,4,4300,0,5.2,1790,1635,0,0
29242,7,13,3990,1,4.85,1745,1500,3,0
29243,50,10,3731,1,5.0,1579,1490,5,0
29244,0,4,4300,0,5.2,1790,1635,0,0
29245,96,6,3445,0,4.6,1515,1475,1,0
29246,101,4,4300,0,5.2,1790,1635,0,0
29247,6,2,3845,1,4.8,1735,1530,3,0
29248,5,4,4300,0,5.2,1790,1635,0,0
29249,49,4,3845,1,4.8,1735,1530,3,0
29250,27,19,3445,0,4.6,1515,1475,1,0
29251,44,12,3445,0,4.6,1515,1475,1,0
29252,102,11,3845,1,4.8,1735,1530,3,0
29253,96,4,3845,1,4.8,1735,1530,3,0
29254,101,12,4300,0,5.2,1790,1635,0,0
29255,7,7,3445,0,4.6,1515,1475,1,0
29256,97,4,4300,0,5.2,1790,1635,0,1
29257,52,1,3675,2,4.5,1475,1825,6,1
29258,10,2,3445,0,4.6,1515,1475,1,0
29259,43,4,4300,0,5.2,1790,1635,0,0
29260,45,1,3445,0,4.6,1515,1475,1,0
29261,78,7,3655,0,4.7,1620,1675,2,0
29262,46,17,3731,1,5.0,1579,1490,5,0
29263,80,13,3445,0,4.6,1515,1475,1,0
29264,101,6,3845,1,4.8,1735,1530,3,0
29265,8,13,4300,0,5.2,1790,1635,0,0
29266,13,8,3990,1,4.85,1745,1500,3,0
29267,71,4,3845,1,4.8,1735,1530,3,0
29268,55,3,3445,0,4.6,1515,1475,1,0
29269,55,4,3845,1,4.8,1735,1530,3,0
29270,95,10,3845,1,4.8,1735,1530,3,0
29271,7,6,3845,1,4.8,1735,1530,3,0
29272,100,0,3845,1,4.8,1735,1530,3,0
29273,89,6,3845,1,4.8,1735,1530,3,0
29274,26,10,3990,1,5.0,1755,1523,4,0
29275,7,1,3655,0,4.7,1620,1675,2,0
29276,78,6,3990,1,4.85,1745,1500,3,0
29277,6,1,3445,0,4.6,1515,1475,1,1
29278,7,5,3845,1,4.8,1735,1530,3,0
29279,75,11,3990,1,4.85,1745,1500,3,0
29280,91,1,3990,1,5.0,1755,1523,4,0
29281,74,6,3990,1,4.85,1745,1500,3,0
29282,7,1,4300,0,5.2,1790,1635,0,0
29283,2,1,3445,0,4.6,1515,1475,1,0
29284,90,12,3731,1,5.0,1579,1490,5,0
29285,7,1,3731,1,5.0,1579,1490,5,0
29286,45,15,3445,0,4.6,1515,1475,1,0
29287,7,6,3675,2,4.5,1475,1825,6,0
29288,42,13,3845,1,4.8,1735,1530,3,0
29289,52,3,3445,0,4.6,1515,1475,1,0
29290,10,1,3445,0,4.6,1515,1475,1,0
29291,89,2,3845,1,4.8,1735,1530,3,0
29292,90,0,3845,1,4.8,1735,1530,3,0
29293,17,4,4300,0,5.2,1790,1635,0,0
29294,6,3,3845,1,4.8,1735,1530,3,0
29295,38,1,3445,0,4.6,1515,1475,1,0
29296,90,2,3845,1,4.8,1735,1530,3,0
29297,47,4,4300,0,5.2,1790,1635,0,0
29298,98,1,3990,1,5.0,1755,1523,4,0
29299,86,0,3445,0,4.6,1515,1475,1,0
29300,4,1,3445,0,4.6,1515,1475,1,0
29301,39,3,3445,0,4.6,1515,1475,1,0
29302,60,1,3445,0,4.6,1515,1475,1,0
29303,48,4,3655,0,4.7,1620,1675,2,0
29304,48,6,4300,0,5.2,1790,1635,0,0
29305,44,1,3845,1,4.8,1735,1530,3,0
29306,78,1,3445,0,4.6,1515,1475,1,1
29307,30,4,4300,0,5.2,1790,1635,0,1
29308,101,6,4300,0,5.2,1790,1635,0,0
29309,20,4,4300,0,5.2,1790,1635,0,0
29310,101,11,3731,1,5.0,1579,1490,5,0
29311,58,19,4300,0,5.2,1790,1635,0,1
29312,85,10,3845,1,4.8,1735,1530,3,0
29313,34,11,3990,1,4.85,1745,1500,3,0
29314,100,11,3845,1,4.8,1735,1530,3,1
29315,83,0,3445,0,4.6,1515,1475,1,0
29316,33,0,3845,1,4.8,1735,1530,3,1
29317,29,7,3655,0,4.7,1620,1675,2,0
29318,6,13,3845,1,4.8,1735,1530,3,0
29319,21,4,3990,1,4.85,1745,1500,3,0
29320,103,6,3445,0,4.6,1515,1475,1,0
29321,96,6,4300,0,5.2,1790,1635,0,0
29322,86,6,3845,1,4.8,1735,1530,3,1
29323,6,18,3845,1,4.8,1735,1530,3,0
29324,7,3,3845,1,4.8,1735,1530,3,0
29325,102,11,3655,0,4.7,1620,1675,2,0
29326,101,11,3445,0,4.6,1515,1475,1,0
29327,102,5,4300,0,5.2,1790,1635,0,0
29328,101,6,3990,1,4.85,1745,1500,3,1
29329,20,9,3445,0,4.6,1515,1475,1,0
29330,29,2,3845,1,4.8,1735,1530,3,0
29331,85,1,3445,0,4.6,1515,1475,1,0
29332,7,4,4300,0,5.2,1790,1635,0,0
29333,88,9,3655,0,4.7,1620,1675,2,0
29334,64,1,3445,0,4.6,1515,1475,1,0
29335,73,0,3445,0,4.6,1515,1475,1,0
29336,70,1,3445,0,4.6,1515,1475,1,0
29337,0,4,4300,0,5.2,1790,1635,0,0
29338,31,4,3845,1,4.8,1735,1530,3,1
29339,17,1,3675,2,4.5,1475,1825,6,0
29340,29,3,3445,0,4.6,1515,1475,1,0
29341,102,17,4300,0,5.2,1790,1635,0,0
29342,21,8,3995,1,4.8,1735,1515,3,0
29343,54,4,3445,0,4.6,1515,1475,1,0
29344,58,4,4300,0,5.2,1790,1635,0,0
29345,56,2,3995,1,4.8,1735,1515,3,0
29346,40,10,4300,0,5.2,1790,1635,0,1
29347,93,3,3845,1,4.8,1735,1530,3,0
29348,78,15,3845,1,4.8,1735,1530,3,0
29349,35,9,3445,0,4.6,1515,1475,1,0
29350,3,4,3995,1,4.9,1695,1501,4,0
29351,35,3,3993,0,5.1,1811,1606,7,0
29352,7,6,4300,0,5.2,1790,1635,0,0
29353,100,11,3655,0,4.7,1620,1675,2,0
29354,5,0,3445,0,4.6,1515,1475,1,0
29355,32,12,3995,1,4.9,1695,1501,4,0
29356,19,12,4300,0,5.2,1790,1635,0,0
29357,43,16,3445,0,4.6,1515,1475,1,0
29358,8,0,4300,0,5.2,1790,1635,0,0
29359,50,2,3731,1,5.0,1579,1490,5,0
29360,73,4,3845,1,4.8,1735,1530,3,1
29361,4,3,3445,0,4.6,1515,1475,1,0
29362,31,1,3845,1,4.8,1735,1530,3,1
29363,73,5,3445,0,4.6,1515,1475,1,0
29364,68,2,3445,0,4.6,1515,1475,1,0
29365,27,3,3445,0,4.6,1515,1475,1,0
29366,73,4,4300,0,5.2,1790,1635,0,0
29367,74,6,3445,0,4.6,1515,1475,1,0
29368,19,2,4300,0,5.2,1790,1635,0,0
29369,98,4,3990,1,4.85,1745,1500,3,0
29370,89,11,3990,1,5.0,1755,1523,4,0
29371,7,13,3731,1,5.0,1579,1490,5,0
29372,40,19,3445,0,4.6,1515,1475,1,0
29373,39,0,3445,0,4.6,1515,1475,1,0
29374,26,4,4300,0,5.2,1790,1635,0,0
29375,75,11,3990,1,4.85,1745,1500,3,0
29376,99,11,3845,1,4.8,1735,1530,3,0
29377,96,1,3845,1,4.8,1735,1530,3,0
29378,4,6,3655,0,4.7,1620,1675,2,0
29379,94,4,4300,0,5.2,1790,1635,0,0
29380,7,3,3845,1,4.8,1735,1530,3,0
29381,4,2,3655,0,4.7,1620,1675,2,0
29382,7,0,4300,0,5.2,1790,1635,0,0
29383,8,13,3675,2,4.5,1475,1825,6,0
29384,3,11,3990,1,4.85,1745,1500,3,0
29385,28,1,3445,0,4.6,1515,1475,1,0
29386,98,13,3990,1,4.85,1745,1500,3,0
29387,0,4,4300,0,5.2,1790,1635,0,0
29388,64,6,3731,1,5.0,1579,1490,5,0
29389,26,10,4300,0,5.2,1790,1635,0,0
29390,24,3,3445,0,4.6,1515,1475,1,0
29391,5,2,3845,1,4.8,1735,1530,3,0
29392,16,0,3845,1,4.8,1735,1530,3,0
29393,0,2,3445,0,4.6,1515,1475,1,0
29394,62,2,3990,1,4.85,1745,1500,3,0
29395,47,4,4300,0,5.2,1790,1635,0,0
29396,69,4,4300,0,5.2,1790,1635,0,0
29397,87,4,3845,1,4.8,1735,1530,3,0
29398,26,10,3990,1,5.0,1755,1523,4,0
29399,89,1,3845,1,4.8,1735,1530,3,0
29400,5,4,4300,0,5.2,1790,1635,0,0
29401,18,2,3445,0,4.6,1515,1475,1,0
29402,23,3,3845,1,4.8,1735,1530,3,1
29403,100,11,3845,1,4.8,1735,1530,3,0
29404,56,6,3995,1,4.8,1735,1515,3,0
29405,71,1,3445,0,4.6,1515,1475,1,0
29406,9,6,3655,0,4.7,1620,1675,2,0
29407,47,5,3845,1,4.8,1735,1530,3,0
29408,99,6,3655,0,4.7,1620,1675,2,0
29409,12,11,3845,1,4.8,1735,1530,3,0
29410,12,0,3845,1,4.8,1735,1530,3,0
29411,95,4,4300,0,5.2,1790,1635,0,0
29412,7,6,3995,1,4.8,1735,1515,3,0
29413,91,4,3845,1,4.8,1735,1530,3,0
29414,33,5,3445,0,4.6,1515,1475,1,0
29415,93,20,3845,1,4.8,1735,1530,3,0
29416,90,6,3731,1,5.0,1579,1490,5,1
29417,6,6,3731,1,5.0,1579,1490,5,0
29418,63,1,3445,0,4.6,1515,1475,1,0
29419,28,0,4300,0,5.2,1790,1635,0,0
29420,100,6,4300,0,5.2,1790,1635,0,0
29421,8,2,3445,0,4.6,1515,1475,1,1
29422,1,9,3445,0,4.6,1515,1475,1,0
29423,16,1,4300,0,5.2,1790,1635,0,0
29424,102,6,3845,1,4.8,1735,1530,3,0
29425,33,4,3655,0,4.7,1620,1675,2,0
29426,8,2,3845,1,4.8,1735,1530,3,0
29427,6,13,3445,0,4.6,1515,1475,1,0
29428,82,1,3445,0,4.6,1515,1475,1,0
29429,15,4,3655,0,4.7,1620,1675,2,0
29430,7,2,3845,1,4.8,1735,1530,3,0
29431,33,6,3731,1,5.0,1579,1490,5,1
29432,15,4,3845,1,4.8,1735,1530,3,0
29433,2,10,4300,0,5.2,1790,1635,0,1
29434,34,0,3731,1,5.0,1579,1490,5,0
29435,102,11,3845,1,4.8,1735,1530,3,0
29436,99,4,4300,0,5.2,1790,1635,0,0
29437,96,4,3995,1,4.8,1735,1515,3,0
29438,42,2,3845,1,4.8,1735,1530,3,0
29439,6,17,3445,0,4.6,1515,1475,1,0
29440,98,4,4300,0,5.2,1790,1635,0,0
29441,92,18,3845,1,4.8,1735,1530,3,0
29442,86,4,4300,0,5.2,1790,1635,0,0
29443,86,6,3990,1,4.85,1745,1500,3,0
29444,14,6,3845,1,4.8,1735,1530,3,0
29445,22,4,3655,0,4.7,1620,1675,2,0
29446,2,5,3445,0,4.6,1515,1475,1,0
29447,88,4,4300,0,5.2,1790,1635,0,0
29448,26,4,3990,1,4.85,1745,1500,3,0
29449,85,4,3845,1,4.8,1735,1530,3,0
29450,88,3,4300,0,5.2,1790,1635,0,0
29451,92,8,3995,1,4.9,1695,1501,4,0
29452,86,4,3990,1,4.85,1745,1500,3,0
29453,44,12,4300,0,5.2,1790,1635,0,0
29454,88,1,4300,0,5.2,1790,1635,0,0
29455,17,2,4300,0,5.2,1790,1635,0,0
29456,0,10,3845,1,4.8,1735,1530,3,0
29457,103,1,3995,1,4.9,1695,1501,4,0
29458,76,19,3445,0,4.6,1515,1475,1,0
29459,6,13,3445,0,4.6,1515,1475,1,0
29460,90,4,4300,0,5.2,1790,1635,0,0
29461,97,12,3655,0,4.7,1620,1675,2,0
29462,33,1,4300,0,5.2,1790,1635,0,0
29463,38,17,3655,0,4.7,1620,1675,2,0
29464,11,4,3845,1,4.8,1735,1530,3,0
29465,8,1,3990,1,5.0,1755,1523,4,0
29466,54,4,4300,0,5.2,1790,1635,0,0
29467,19,19,3445,0,4.6,1515,1475,1,0
29468,84,6,4300,0,5.2,1790,1635,0,0
29469,104,4,4300,0,5.2,1790,1635,0,0
29470,85,4,4300,0,5.2,1790,1635,0,0
29471,93,4,4300,0,5.2,1790,1635,0,0
29472,90,6,3845,1,4.8,1735,1530,3,0
29473,12,6,3845,1,4.8,1735,1530,3,0
29474,22,4,4300,0,5.2,1790,1635,0,0
29475,3,19,3445,0,4.6,1515,1475,1,0
29476,40,10,3445,0,4.6,1515,1475,1,0
29477,56,12,3731,1,5.0,1579,1490,5,0
29478,6,2,3995,1,4.9,1695,1501,4,0
29479,87,6,3655,0,4.7,1620,1675,2,1
29480,38,6,3990,1,4.85,1745,1500,3,0
29481,90,6,3845,1,4.8,1735,1530,3,0
29482,95,2,3731,1,5.0,1579,1490,5,0
29483,21,4,4300,0,5.2,1790,1635,0,0
29484,31,4,4300,0,5.2,1790,1635,0,0
29485,6,15,3445,0,4.6,1515,1475,1,0
29486,84,6,3995,1,4.9,1695,1501,4,0
29487,22,0,3995,1,4.9,1695,1501,4,0
29488,39,6,4300,0,5.2,1790,1635,0,0
29489,23,6,4300,0,5.2,1790,1635,0,0
29490,37,6,3731,1,5.0,1579,1490,5,0
29491,7,1,3990,1,4.85,1745,1500,3,0
29492,32,5,3445,0,4.6,1515,1475,1,0
29493,97,1,3445,0,4.6,1515,1475,1,1
29494,21,4,3845,1,4.8,1735,1530,3,0
29495,88,8,3445,0,4.6,1515,1475,1,0
29496,13,6,3845,1,4.8,1735,1530,3,0
29497,2,2,3445,0,4.6,1515,1475,1,0
29498,2,2,3445,0,4.6,1515,1475,1,0
29499,53,11,3845,1,4.8,1735,1530,3,0
29500,29,1,4300,0,5.2,1790,1635,0,1
29501,52,20,3445,0,4.6,1515,1475,1,0
29502,87,6,3675,2,4.5,1475,1825,6,0
29503,50,4,4300,0,5.2,1790,1635,0,0
29504,88,11,3731,1,5.0,1579,1490,5,0
29505,84,7,3845,1,4.8,1735,1530,3,0
29506,0,14,3845,1,4.8,1735,1530,3,0
29507,48,8,3995,1,4.9,1695,1501,4,1
29508,32,4,3845,1,4.8,1735,1530,3,0
29509,36,11,4300,0,5.2,1790,1635,0,0
29510,101,4,3995,1,4.9,1695,1501,4,0
29511,68,4,3845,1,4.8,1735,1530,3,0
29512,100,10,4300,0,5.2,1790,1635,0,0
29513,99,11,3845,1,4.8,1735,1530,3,1
29514,7,6,3993,0,5.1,1811,1606,7,0
29515,76,2,4300,0,5.2,1790,1635,0,0
29516,104,0,3731,1,5.0,1579,1490,5,0
29517,46,4,3995,1,4.9,1695,1501,4,0
29518,98,4,3995,1,4.8,1735,1515,3,0
29519,21,6,4300,0,5.2,1790,1635,0,0
29520,44,20,3845,1,4.8,1735,1530,3,1
29521,10,5,3995,1,4.8,1735,1515,3,0
29522,3,14,3445,0,4.6,1515,1475,1,0
29523,28,0,4300,0,5.2,1790,1635,0,1
29524,32,6,4300,0,5.2,1790,1635,0,0
29525,96,6,3845,1,4.8,1735,1530,3,0
29526,24,15,3655,0,4.7,1620,1675,2,0
29527,85,2,3445,0,4.6,1515,1475,1,0
29528,3,12,3845,1,4.8,1735,1530,3,0
29529,95,11,3845,1,4.8,1735,1530,3,0
29530,12,3,3445,0,4.6,1515,1475,1,0
29531,98,4,4300,0,5.2,1790,1635,0,0
29532,9,0,3445,0,4.6,1515,1475,1,0
29533,101,3,4300,0,5.2,1790,1635,0,0
29534,37,1,3445,0,4.6,1515,1475,1,0
29535,8,10,3995,1,4.9,1695,1501,4,0
29536,86,6,4300,0,5.2,1790,1635,0,0
29537,65,12,3845,1,4.8,1735,1530,3,0
29538,7,1,3995,1,4.8,1735,1515,3,0
29539,40,12,3845,1,4.8,1735,1530,3,0
29540,98,4,3845,1,4.8,1735,1530,3,0
29541,11,1,3445,0,4.6,1515,1475,1,0
29542,62,2,4300,0,5.2,1790,1635,0,0
29543,100,1,4300,0,5.2,1790,1635,0,0
29544,78,2,3445,0,4.6,1515,1475,1,1
29545,8,2,4300,0,5.2,1790,1635,0,0
29546,84,4,3845,1,4.8,1735,1530,3,0
29547,70,5,3445,0,4.6,1515,1475,1,0
29548,14,2,3845,1,4.8,1735,1530,3,0
29549,103,11,3845,1,4.8,1735,1530,3,0
29550,90,1,3445,0,4.6,1515,1475,1,1
29551,91,11,3845,1,4.8,1735,1530,3,0
29552,90,2,3990,1,5.0,1755,1523,4,1
29553,44,1,3845,1,4.8,1735,1530,3,0
29554,102,5,3845,1,4.8,1735,1530,3,0
29555,88,0,3445,0,4.6,1515,1475,1,0
29556,80,4,3731,1,5.0,1579,1490,5,0
29557,104,2,3845,1,4.8,1735,1530,3,0
29558,80,1,3445,0,4.6,1515,1475,1,0
29559,31,2,3445,0,4.6,1515,1475,1,0
29560,27,1,3655,0,4.7,1620,1675,2,0
29561,14,4,3845,1,4.8,1735,1530,3,0
29562,37,4,3990,1,5.0,1755,1523,4,0
29563,86,2,3845,1,4.8,1735,1530,3,0
29564,63,1,4300,0,5.2,1790,1635,0,0
29565,32,4,3731,1,5.0,1579,1490,5,0
29566,6,13,3995,1,4.9,1695,1501,4,0
29567,6,2,3845,1,4.8,1735,1530,3,0
29568,103,12,3845,1,4.8,1735,1530,3,0
29569,32,9,3445,0,4.6,1515,1475,1,0
29570,28,2,3445,0,4.6,1515,1475,1,0
29571,73,1,3445,0,4.6,1515,1475,1,0
29572,99,11,3845,1,4.8,1735,1530,3,0
29573,85,4,3845,1,4.8,1735,1530,3,0
29574,23,10,3655,0,4.7,1620,1675,2,0
29575,8,1,3445,0,4.6,1515,1475,1,1
29576,6,19,4300,0,5.2,1790,1635,0,0
29577,35,5,3655,0,4.7,1620,1675,2,0
29578,36,1,3845,1,4.8,1735,1530,3,0
29579,84,1,3445,0,4.6,1515,1475,1,0
29580,99,4,4300,0,5.2,1790,1635,0,0
29581,6,19,3675,2,4.5,1475,1825,6,0
29582,58,10,3655,0,4.7,1620,1675,2,0
29583,9,0,3845,1,4.8,1735,1530,3,0
29584,30,1,3445,0,4.6,1515,1475,1,0
29585,92,2,3845,1,4.8,1735,1530,3,1
29586,94,6,3845,1,4.8,1735,1530,3,1
29587,32,6,3445,0,4.6,1515,1475,1,0
29588,86,11,3655,0,4.7,1620,1675,2,0
29589,85,4,4300,0,5.2,1790,1635,0,0
29590,99,10,4300,0,5.2,1790,1635,0,0
29591,5,6,3445,0,4.6,1515,1475,1,0
29592,86,1,3445,0,4.6,1515,1475,1,0
29593,70,4,3445,0,4.6,1515,1475,1,0
29594,37,3,3845,1,4.8,1735,1530,3,0
29595,18,6,4300,0,5.2,1790,1635,0,0
29596,11,5,4300,0,5.2,1790,1635,0,0
29597,73,4,4300,0,5.2,1790,1635,0,0
29598,14,3,3445,0,4.6,1515,1475,1,0
29599,42,7,3845,1,4.8,1735,1530,3,0
29600,103,4,3655,0,4.7,1620,1675,2,1
29601,98,10,3845,1,4.8,1735,1530,3,0
29602,23,4,3990,1,5.0,1755,1523,4,0
29603,68,0,3845,1,4.8,1735,1530,3,0
29604,48,4,3845,1,4.8,1735,1530,3,0
29605,30,7,3845,1,4.8,1735,1530,3,0
29606,6,6,3655,0,4.7,1620,1675,2,0
29607,92,6,4300,0,5.2,1790,1635,0,0
29608,6,2,3675,2,4.5,1475,1825,6,0
29609,21,10,3675,2,4.5,1475,1825,6,0
29610,53,6,3675,2,4.5,1475,1825,6,0
29611,2,2,3445,0,4.6,1515,1475,1,0
29612,48,4,3995,1,4.9,1695,1501,4,0
29613,10,1,3445,0,4.6,1515,1475,1,0
29614,94,6,4300,0,5.2,1790,1635,0,0
29615,9,10,3845,1,4.8,1735,1530,3,0
29616,23,4,3845,1,4.8,1735,1530,3,0
29617,103,6,3990,1,5.0,1755,1523,4,0
29618,31,4,3731,1,5.0,1579,1490,5,0
29619,91,6,3845,1,4.8,1735,1530,3,0
29620,90,4,4300,0,5.2,1790,1635,0,0
29621,44,17,3445,0,4.6,1515,1475,1,0
29622,101,11,3845,1,4.8,1735,1530,3,1
29623,12,4,4300,0,5.2,1790,1635,0,0
29624,89,4,4300,0,5.2,1790,1635,0,0
29625,25,1,3445,0,4.6,1515,1475,1,0
29626,35,12,3445,0,4.6,1515,1475,1,0
29627,101,12,3655,0,4.7,1620,1675,2,0
29628,43,2,4300,0,5.2,1790,1635,0,0
29629,12,4,3845,1,4.8,1735,1530,3,0
29630,53,4,3655,0,4.7,1620,1675,2,0
29631,70,12,3655,0,4.7,1620,1675,2,0
29632,50,12,4300,0,5.2,1790,1635,0,0
29633,73,9,3445,0,4.6,1515,1475,1,0
29634,90,0,3845,1,4.8,1735,1530,3,0
29635,69,6,3655,0,4.7,1620,1675,2,1
29636,3,6,3845,1,4.8,1735,1530,3,0
29637,11,13,3445,0,4.6,1515,1475,1,0
29638,99,21,3995,1,4.9,1695,1501,4,0
29639,49,4,3845,1,4.8,1735,1530,3,0
29640,7,6,3845,1,4.8,1735,1530,3,0
29641,41,17,3445,0,4.6,1515,1475,1,0
29642,6,6,3845,1,4.8,1735,1530,3,0
29643,44,1,3445,0,4.6,1515,1475,1,0
29644,18,4,3675,2,4.5,1475,1825,6,0
29645,79,4,3993,0,5.1,1811,1606,7,0
29646,90,1,4300,0,5.2,1790,1635,0,0
29647,18,5,3445,0,4.6,1515,1475,1,0
29648,66,0,3445,0,4.6,1515,1475,1,0
29649,25,4,3845,1,4.8,1735,1530,3,0
29650,28,2,3445,0,4.6,1515,1475,1,0
29651,28,6,3845,1,4.8,1735,1530,3,0
29652,15,4,4300,0,5.2,1790,1635,0,0
29653,81,2,3845,1,4.8,1735,1530,3,0
29654,11,10,3445,0,4.6,1515,1475,1,0
29655,16,0,3990,1,4.85,1745,1500,3,0
29656,103,4,4300,0,5.2,1790,1635,0,0
29657,13,4,3995,1,4.9,1695,1501,4,0
29658,79,5,3445,0,4.6,1515,1475,1,0
29659,96,13,3845,1,4.8,1735,1530,3,0
29660,31,4,4300,0,5.2,1790,1635,0,0
29661,75,1,3445,0,4.6,1515,1475,1,0
29662,52,2,3990,1,4.85,1745,1500,3,0
29663,8,2,4300,0,5.2,1790,1635,0,0
29664,87,4,4300,0,5.2,1790,1635,0,0
29665,65,4,3845,1,4.8,1735,1530,3,0
29666,5,1,3445,0,4.6,1515,1475,1,0
29667,54,1,3445,0,4.6,1515,1475,1,0
29668,73,18,3445,0,4.6,1515,1475,1,0
29669,59,3,3445,0,4.6,1515,1475,1,0
29670,29,21,3845,1,4.8,1735,1530,3,0
29671,7,1,4300,0,5.2,1790,1635,0,0
29672,6,5,3845,1,4.8,1735,1530,3,0
29673,78,6,3445,0,4.6,1515,1475,1,0
29674,59,1,3990,1,5.0,1755,1523,4,0
29675,22,10,3445,0,4.6,1515,1475,1,0
29676,45,2,3675,2,4.5,1475,1825,6,0
29677,25,6,3445,0,4.6,1515,1475,1,0
29678,45,5,3445,0,4.6,1515,1475,1,0
29679,90,4,3845,1,4.8,1735,1530,3,0
29680,94,19,3990,1,4.85,1745,1500,3,0
29681,61,4,4300,0,5.2,1790,1635,0,0
29682,35,15,3990,1,4.85,1745,1500,3,0
29683,51,3,3445,0,4.6,1515,1475,1,1
29684,70,4,4300,0,5.2,1790,1635,0,0
29685,12,4,3445,0,4.6,1515,1475,1,0
29686,85,18,3655,0,4.7,1620,1675,2,0
29687,63,6,3845,1,4.8,1735,1530,3,0
29688,33,6,3655,0,4.7,1620,1675,2,0
29689,28,6,3445,0,4.6,1515,1475,1,0
29690,90,4,4300,0,5.2,1790,1635,0,0
29691,79,4,3845,1,4.8,1735,1530,3,0
29692,99,12,4300,0,5.2,1790,1635,0,0
29693,0,1,3445,0,4.6,1515,1475,1,0
29694,96,10,3995,1,4.9,1695,1501,4,1
29695,38,1,3445,0,4.6,1515,1475,1,0
29696,84,11,3445,0,4.6,1515,1475,1,0
29697,96,10,4300,0,5.2,1790,1635,0,0
29698,42,6,4300,0,5.2,1790,1635,0,0
29699,33,10,3731,1,5.0,1579,1490,5,0
29700,7,3,3845,1,4.8,1735,1530,3,0
29701,8,3,3731,1,5.0,1579,1490,5,1
29702,102,4,3655,0,4.7,1620,1675,2,0
29703,94,4,3845,1,4.8,1735,1530,3,0
29704,63,12,3731,1,5.0,1579,1490,5,0
